age,weight,height,exercise,sleep,sugar_intake,smoking,alcohol,married,profession,bmi,health_risk
72,76,176,low,6.7,medium,no,no,no,driver,24.5,high
19,103,173,low,6.6,medium,yes,yes,no,engineer,34.4,high
60,105,152,high,7.9,low,no,no,no,driver,45.4,high
63,46,170,low,8.9,low,no,no,no,teacher,15.9,high
75,91,160,none,8.1,low,no,no,yes,doctor,35.5,high
27,50,196,low,7.6,medium,yes,yes,yes,student,13.0,high
33,47,190,medium,7.1,high,no,no,yes,office_worker,13.0,low
47,82,153,medium,8.0,medium,no,no,no,student,35.0,low
20,46,192,low,9.0,low,no,no,yes,doctor,12.5,low
59,98,173,low,5.8,high,yes,no,no,office_worker,32.7,high
60,64,184,none,8.8,medium,no,yes,yes,office_worker,18.9,high
39,85,160,high,5.9,high,no,no,no,office_worker,33.2,high
20,68,187,high,7.0,medium,no,no,yes,farmer,19.4,low
24,95,189,low,4.1,medium,no,yes,no,engineer,26.6,high
55,103,190,medium,4.8,low,no,no,yes,artist,28.5,high
74,66,186,medium,7.9,low,yes,no,no,engineer,19.1,high
49,88,146,medium,7.3,medium,no,no,yes,driver,41.3,low
31,57,193,medium,9.0,high,no,no,yes,teacher,15.3,low
65,106,189,none,6.6,high,no,no,no,artist,29.7,high
67,64,159,none,7.0,high,no,yes,yes,student,25.3,high
66,51,146,medium,6.5,medium,no,no,no,artist,23.9,low
62,91,170,low,6.7,low,yes,no,yes,farmer,31.5,high
18,89,198,none,7.0,low,no,no,no,doctor,22.7,low
39,94,180,medium,8.0,medium,no,no,no,student,29.0,low
79,77,189,medium,7.4,high,no,no,yes,driver,21.6,high
56,49,160,low,8.3,medium,no,no,yes,artist,19.1,high
50,61,182,medium,8.8,high,no,no,no,student,18.4,low
48,109,162,medium,7.0,high,yes,no,yes,driver,41.5,high
61,54,196,medium,7.8,medium,no,no,yes,student,14.1,low
51,106,165,medium,8.9,high,no,no,no,farmer,38.9,high
18,60,179,high,8.1,medium,no,yes,yes,doctor,18.7,low
55,92,169,medium,6.5,high,yes,no,yes,student,32.2,high
68,59,184,high,8.6,low,no,no,yes,teacher,17.4,low
47,59,188,medium,6.1,high,no,no,yes,teacher,16.7,low
56,101,174,low,8.8,high,no,no,yes,engineer,33.4,high
69,94,174,low,9.6,high,no,no,yes,office_worker,31.0,high
29,52,173,high,8.4,low,no,no,yes,teacher,17.4,low
73,64,169,low,5.7,medium,no,yes,yes,office_worker,22.4,high
23,68,167,medium,7.8,low,no,no,yes,doctor,24.4,low
67,65,190,medium,8.7,high,no,yes,yes,artist,18.0,high
65,95,165,high,4.8,low,no,no,no,engineer,34.9,high
63,104,188,medium,9.5,medium,no,no,no,doctor,29.4,high
59,52,176,high,7.4,medium,no,no,yes,engineer,16.8,low
38,64,197,low,6.0,medium,no,no,yes,engineer,16.5,low
58,76,188,medium,4.2,medium,no,no,yes,office_worker,21.5,high
54,100,183,high,6.1,low,yes,no,no,driver,29.9,high
26,81,170,medium,4.3,medium,yes,no,no,artist,28.0,high
73,66,166,medium,9.7,high,no,no,yes,doctor,24.0,high
34,76,185,high,4.8,medium,yes,no,yes,office_worker,22.2,high
61,83,185,medium,5.9,low,no,no,yes,office_worker,24.3,high
46,86,175,medium,8.2,medium,no,yes,yes,office_worker,28.1,high
35,72,172,high,9.2,low,no,no,yes,farmer,24.3,low
52,51,150,none,9.6,low,yes,no,no,driver,22.7,high
50,92,168,low,6.4,medium,no,yes,yes,farmer,32.6,high
41,81,175,low,7.6,high,no,no,no,teacher,26.4,high
72,75,175,medium,7.6,medium,no,no,yes,engineer,24.5,low
78,74,147,medium,6.2,low,no,no,yes,artist,34.2,high
69,77,181,low,8.3,medium,no,yes,yes,farmer,23.5,high
57,73,182,none,4.6,high,no,no,yes,engineer,22.0,high
71,73,199,low,4.9,medium,no,no,no,artist,18.4,high
37,104,159,none,9.0,low,no,no,yes,farmer,41.1,high
53,56,198,medium,6.9,medium,no,no,yes,artist,14.3,low
18,72,156,low,8.0,medium,no,no,no,student,29.6,high
37,93,188,medium,5.6,medium,no,no,yes,office_worker,26.3,high
46,93,163,high,7.7,high,yes,no,yes,student,35.0,high
64,100,177,low,7.9,low,no,yes,no,student,31.9,high
27,87,175,low,8.1,low,yes,no,yes,student,28.4,high
39,91,145,none,7.1,medium,no,no,no,farmer,43.3,high
75,99,194,medium,6.8,high,no,yes,no,office_worker,26.3,high
33,108,169,low,6.0,low,yes,no,yes,office_worker,37.8,high
46,105,179,medium,7.4,low,no,yes,yes,doctor,32.8,high
50,68,157,none,7.7,medium,yes,no,yes,student,27.6,high
29,48,150,medium,4.4,low,no,yes,no,driver,21.3,low
49,108,159,low,7.2,high,no,no,yes,teacher,42.7,high
62,106,163,medium,7.6,medium,no,yes,yes,student,39.9,high
56,49,163,low,6.2,medium,no,no,yes,driver,18.4,high
40,66,192,none,5.0,low,no,yes,yes,doctor,17.9,high
38,62,167,low,7.8,high,no,no,yes,office_worker,22.2,low
25,77,160,low,7.8,medium,no,no,yes,farmer,30.1,high
58,72,197,medium,7.7,medium,yes,yes,no,doctor,18.6,high
30,55,147,low,8.9,low,no,no,yes,artist,25.5,high
65,81,151,medium,7.0,low,no,no,no,farmer,35.5,high
56,87,158,low,7.0,medium,yes,no,no,doctor,34.9,high
35,80,150,high,5.8,low,yes,no,yes,teacher,35.6,high
66,64,152,none,5.0,medium,yes,yes,yes,engineer,27.7,high
73,86,184,medium,7.8,high,no,yes,no,teacher,25.4,high
31,88,198,none,7.5,low,no,no,no,teacher,22.4,low
19,52,196,high,5.3,medium,yes,no,no,engineer,13.5,high
52,50,188,medium,7.1,high,no,yes,yes,student,14.1,high
23,79,156,high,9.3,medium,no,no,no,artist,32.5,low
65,84,164,none,7.9,high,no,no,yes,artist,31.2,high
42,47,198,medium,5.5,low,no,no,yes,artist,12.0,low
72,77,180,medium,5.4,high,no,no,yes,driver,23.8,high
76,78,163,medium,6.7,high,no,no,yes,artist,29.4,high
41,90,156,medium,7.6,medium,no,no,yes,student,37.0,low
20,102,173,low,4.2,low,no,yes,yes,farmer,34.1,high
61,98,194,high,9.2,high,yes,no,no,student,26.0,high
74,109,161,medium,7.1,medium,no,yes,no,driver,42.1,high
28,50,157,none,7.7,low,no,yes,no,engineer,20.3,low
78,98,180,low,7.9,medium,no,no,yes,farmer,30.2,high
39,103,168,high,5.9,medium,no,no,no,student,36.5,high
25,101,158,high,3.7,high,no,no,yes,teacher,40.5,high
40,54,184,low,8.8,low,no,no,yes,student,15.9,low
68,49,158,none,6.0,medium,no,yes,yes,student,19.6,high
62,105,193,low,3.7,high,no,yes,yes,office_worker,28.2,high
31,90,178,medium,9.5,medium,yes,no,no,artist,28.4,high
29,100,151,none,5.8,high,no,no,yes,office_worker,43.9,high
69,50,154,low,5.3,low,no,no,no,farmer,21.1,high
74,80,183,low,3.5,medium,no,no,yes,farmer,23.9,high
71,78,173,medium,5.3,low,no,yes,no,farmer,26.1,high
23,52,152,high,9.5,low,yes,no,yes,farmer,22.5,low
35,81,164,none,6.5,low,no,no,no,driver,30.1,high
35,76,191,medium,5.9,high,no,yes,yes,driver,20.8,high
19,60,186,low,10.0,medium,yes,no,no,office_worker,17.3,high
76,74,174,medium,8.2,high,yes,yes,yes,farmer,24.4,high
34,67,158,low,8.6,medium,no,no,yes,driver,26.8,high
